streamAssignment,assignmentId,repeats,repetition,scenario,d2dSize,backgroundSize,d2dAggregateGBps,backgroundAggregateGBps,d2dExit,backgroundExit,status,d2dJson,backgroundJson,d2dLog,backgroundLog
"0,1,1",011,300,3,none,255M,4M,260.461,NA,0,0,pass,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-011/repeats-300/repetition-3/none/d2d.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-011/repeats-300/repetition-3/none/background.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-011/repeats-300/repetition-3/none/d2d.log,NA
"0,1,1",011,300,3,d2h-all,255M,4M,185.497,12.686,0,0,pass,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-011/repeats-300/repetition-3/d2h-all/d2d.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-011/repeats-300/repetition-3/d2h-all/background.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-011/repeats-300/repetition-3/d2h-all/d2d.log,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-011/repeats-300/repetition-3/d2h-all/background.log
"1,0,1",101,20,1,none,255M,4M,260.522,NA,0,0,pass,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-20/repetition-1/none/d2d.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-20/repetition-1/none/background.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-20/repetition-1/none/d2d.log,NA
"1,0,1",101,20,1,d2h-all,255M,4M,186.581,13.140,0,0,pass,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-20/repetition-1/d2h-all/d2d.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-20/repetition-1/d2h-all/background.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-20/repetition-1/d2h-all/d2d.log,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-20/repetition-1/d2h-all/background.log
"1,0,1",101,20,2,none,255M,4M,260.467,NA,0,0,pass,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-20/repetition-2/none/d2d.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-20/repetition-2/none/background.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-20/repetition-2/none/d2d.log,NA
"1,0,1",101,20,2,d2h-all,255M,4M,186.537,13.175,0,0,pass,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-20/repetition-2/d2h-all/d2d.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-20/repetition-2/d2h-all/background.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-20/repetition-2/d2h-all/d2d.log,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-20/repetition-2/d2h-all/background.log
"1,0,1",101,20,3,none,255M,4M,260.437,NA,0,0,pass,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-20/repetition-3/none/d2d.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-20/repetition-3/none/background.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-20/repetition-3/none/d2d.log,NA
"1,0,1",101,20,3,d2h-all,255M,4M,186.881,14.118,0,0,pass,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-20/repetition-3/d2h-all/d2d.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-20/repetition-3/d2h-all/background.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-20/repetition-3/d2h-all/d2d.log,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-20/repetition-3/d2h-all/background.log
"1,0,1",101,300,1,none,255M,4M,260.536,NA,0,0,pass,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-300/repetition-1/none/d2d.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-300/repetition-1/none/background.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-300/repetition-1/none/d2d.log,NA
"1,0,1",101,300,1,d2h-all,255M,4M,185.090,12.804,0,0,pass,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-300/repetition-1/d2h-all/d2d.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-300/repetition-1/d2h-all/background.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-300/repetition-1/d2h-all/d2d.log,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-300/repetition-1/d2h-all/background.log
"1,0,1",101,300,2,none,255M,4M,260.524,NA,0,0,pass,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-300/repetition-2/none/d2d.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-300/repetition-2/none/background.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-300/repetition-2/none/d2d.log,NA
"1,0,1",101,300,2,d2h-all,255M,4M,185.119,12.829,0,0,pass,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-300/repetition-2/d2h-all/d2d.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-300/repetition-2/d2h-all/background.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-300/repetition-2/d2h-all/d2d.log,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-300/repetition-2/d2h-all/background.log
"1,0,1",101,300,3,none,255M,4M,260.514,NA,0,0,pass,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-300/repetition-3/none/d2d.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-300/repetition-3/none/background.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-300/repetition-3/none/d2d.log,NA
"1,0,1",101,300,3,d2h-all,255M,4M,183.508,12.926,0,0,pass,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-300/repetition-3/d2h-all/d2d.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-300/repetition-3/d2h-all/background.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-300/repetition-3/d2h-all/d2d.log,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-101/repeats-300/repetition-3/d2h-all/background.log
"1,1,0",110,20,1,none,255M,4M,260.496,NA,0,0,pass,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-20/repetition-1/none/d2d.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-20/repetition-1/none/background.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-20/repetition-1/none/d2d.log,NA
"1,1,0",110,20,1,d2h-all,255M,4M,185.277,13.320,0,0,pass,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-20/repetition-1/d2h-all/d2d.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-20/repetition-1/d2h-all/background.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-20/repetition-1/d2h-all/d2d.log,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-20/repetition-1/d2h-all/background.log
"1,1,0",110,20,2,none,255M,4M,260.511,NA,0,0,pass,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-20/repetition-2/none/d2d.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-20/repetition-2/none/background.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-20/repetition-2/none/d2d.log,NA
"1,1,0",110,20,2,d2h-all,255M,4M,184.538,12.741,0,0,pass,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-20/repetition-2/d2h-all/d2d.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-20/repetition-2/d2h-all/background.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-20/repetition-2/d2h-all/d2d.log,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-20/repetition-2/d2h-all/background.log
"1,1,0",110,20,3,none,255M,4M,260.506,NA,0,0,pass,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-20/repetition-3/none/d2d.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-20/repetition-3/none/background.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-20/repetition-3/none/d2d.log,NA
"1,1,0",110,20,3,d2h-all,255M,4M,185.136,13.148,0,0,pass,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-20/repetition-3/d2h-all/d2d.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-20/repetition-3/d2h-all/background.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-20/repetition-3/d2h-all/d2d.log,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-20/repetition-3/d2h-all/background.log
"1,1,0",110,300,1,none,255M,4M,260.465,NA,0,0,pass,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-300/repetition-1/none/d2d.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-300/repetition-1/none/background.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-300/repetition-1/none/d2d.log,NA
"1,1,0",110,300,1,d2h-all,255M,4M,184.053,12.840,0,0,pass,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-300/repetition-1/d2h-all/d2d.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-300/repetition-1/d2h-all/background.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-300/repetition-1/d2h-all/d2d.log,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-300/repetition-1/d2h-all/background.log
"1,1,0",110,300,2,none,255M,4M,260.474,NA,0,0,pass,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-300/repetition-2/none/d2d.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-300/repetition-2/none/background.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-300/repetition-2/none/d2d.log,NA
"1,1,0",110,300,2,d2h-all,255M,4M,185.406,13.165,0,0,pass,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-300/repetition-2/d2h-all/d2d.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-300/repetition-2/d2h-all/background.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-300/repetition-2/d2h-all/d2d.log,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-300/repetition-2/d2h-all/background.log
"1,1,0",110,300,3,none,255M,4M,260.458,NA,0,0,pass,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-300/repetition-3/none/d2d.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-300/repetition-3/none/background.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-300/repetition-3/none/d2d.log,NA
"1,1,0",110,300,3,d2h-all,255M,4M,184.661,12.855,0,0,pass,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-300/repetition-3/d2h-all/d2d.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-300/repetition-3/d2h-all/background.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-300/repetition-3/d2h-all/d2d.log,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/queue-phase-diagnostic/stream-assignment/20260826T164908Z-344216/assignment-110/repeats-300/repetition-3/d2h-all/background.log
