edgeOrder,streamMode,repeats,repetition,scenario,size,d2dAggregateGBps,backgroundAggregateGBps,d2dExit,backgroundExit,status,d2dJson,backgroundJson,d2dLog,backgroundLog
destination-major,per-source,300,1,d2h-all,255M,173.726,13.295,0,0,pass,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/phase-lock-diagnostic/traces/20260826T094945Z/destination-major-per-source-d2h/order-destination-major/stream-per-source/repeats-300/repetition-1/d2h-all/d2d.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/phase-lock-diagnostic/traces/20260826T094945Z/destination-major-per-source-d2h/order-destination-major/stream-per-source/repeats-300/repetition-1/d2h-all/background.json,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/phase-lock-diagnostic/traces/20260826T094945Z/destination-major-per-source-d2h/order-destination-major/stream-per-source/repeats-300/repetition-1/d2h-all/d2d.log,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/phase-lock-diagnostic/traces/20260826T094945Z/destination-major-per-source-d2h/order-destination-major/stream-per-source/repeats-300/repetition-1/d2h-all/background.log
