pattern,direction,size,repeats,d2dAggregateGBps,backgroundAggregateGBps,status,d2dLog,backgroundLog
allpairs,none,255M,500,190.738,NA,pass,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/timing-repeat-sweep/repeats-500/allpairs_none/d2d.log,NA
