2026/08/26 08:02:09.634, 0, P0, 1530, 877, 1, 0, 72.40
2026/08/26 08:02:09.637, 1, P0, 1530, 877, 0, 0, 71.00
2026/08/26 08:02:09.639, 2, P0, 1530, 877, 0, 0, 71.34
2026/08/26 08:02:09.642, 3, P0, 1530, 877, 1, 0, 74.30
2026/08/26 08:02:09.746, 0, P0, 1530, 877, 0, 0, 72.40
2026/08/26 08:02:09.747, 1, P0, 1530, 877, 0, 0, 71.00
2026/08/26 08:02:09.749, 2, P0, 1530, 877, 0, 0, 71.34
2026/08/26 08:02:09.752, 3, P0, 1530, 877, 0, 0, 74.30
2026/08/26 08:02:09.854, 0, P0, 1530, 877, 1, 0, 72.40
2026/08/26 08:02:09.856, 1, P0, 1530, 877, 0, 0, 71.00
2026/08/26 08:02:09.857, 2, P0, 1530, 877, 0, 0, 71.34
2026/08/26 08:02:09.859, 3, P0, 1530, 877, 0, 0, 74.30
2026/08/26 08:02:09.961, 0, P0, 1530, 877, 1, 0, 72.40
2026/08/26 08:02:09.963, 1, P0, 1530, 877, 1, 0, 71.00
2026/08/26 08:02:09.965, 2, P0, 1530, 877, 1, 0, 71.34
2026/08/26 08:02:09.967, 3, P0, 1530, 877, 1, 0, 74.30
2026/08/26 08:02:10.069, 0, P0, 1530, 877, 1, 0, 72.89
2026/08/26 08:02:10.071, 1, P0, 1530, 877, 1, 0, 71.00
2026/08/26 08:02:10.072, 2, P0, 1530, 877, 1, 0, 71.82
2026/08/26 08:02:10.074, 3, P0, 1530, 877, 1, 0, 74.30
2026/08/26 08:02:10.176, 0, P0, 1530, 877, 0, 0, 72.40
2026/08/26 08:02:10.178, 1, P0, 1530, 877, 1, 0, 71.00
2026/08/26 08:02:10.180, 2, P0, 1530, 877, 1, 0, 71.34
2026/08/26 08:02:10.182, 3, P0, 1530, 877, 1, 0, 74.30
2026/08/26 08:02:10.283, 0, P0, 1530, 877, 0, 0, 72.40
2026/08/26 08:02:10.288, 1, P0, 1530, 877, 0, 0, 71.48
2026/08/26 08:02:10.291, 2, P0, 1530, 877, 1, 0, 71.34
