pattern,direction,size,repeats,d2dAggregateGBps,backgroundAggregateGBps,status,d2dLog,backgroundLog
ring,d2h,255M,300,192.074,13.823,pass,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/profiling-runs/p4-ring-d2h-all/ring_d2h/d2d.log,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/profiling-runs/p4-ring-d2h-all/ring_d2h/background.log
