2026/08/26 08:01:58.141, 0, P0, 1530, 877, 2, 0, 72.40
2026/08/26 08:01:58.143, 1, P0, 1530, 877, 1, 0, 70.51
2026/08/26 08:01:58.145, 2, P0, 1530, 877, 1, 0, 71.34
2026/08/26 08:01:58.147, 3, P0, 1530, 877, 0, 0, 73.81
2026/08/26 08:01:58.249, 0, P0, 1530, 877, 2, 0, 71.92
2026/08/26 08:01:58.251, 1, P0, 1530, 877, 0, 0, 70.51
2026/08/26 08:01:58.253, 2, P0, 1530, 877, 0, 0, 71.34
2026/08/26 08:01:58.255, 3, P0, 1530, 877, 1, 0, 73.81
2026/08/26 08:01:58.357, 0, P0, 1530, 877, 2, 0, 73.81
2026/08/26 08:01:58.359, 1, P0, 1530, 877, 0, 0, 70.51
2026/08/26 08:01:58.361, 2, P0, 1530, 877, 0, 0, 71.34
2026/08/26 08:01:58.363, 3, P0, 1530, 877, 0, 0, 73.81
2026/08/26 08:01:58.465, 0, P0, 1530, 877, 78, 2, 73.81
2026/08/26 08:01:58.468, 1, P0, 1530, 877, 0, 0, 70.51
2026/08/26 08:01:58.471, 2, P0, 1530, 877, 0, 0, 71.29
2026/08/26 08:01:58.472, 3, P0, 1530, 877, 0, 0, 73.76
2026/08/26 08:01:58.574, 0, P0, 1530, 877, 78, 2, 73.81
2026/08/26 08:01:58.577, 1, P0, 1530, 877, 0, 0, 70.51
2026/08/26 08:01:58.579, 2, P0, 1530, 877, 0, 0, 71.29
2026/08/26 08:01:58.580, 3, P0, 1530, 877, 0, 0, 73.76
2026/08/26 08:01:58.682, 0, P0, 1530, 877, 100, 3, 73.81
2026/08/26 08:01:58.685, 1, P0, 1530, 877, 0, 0, 70.51
2026/08/26 08:01:58.687, 2, P0, 1530, 877, 0, 0, 71.29
2026/08/26 08:01:58.689, 3, P0, 1530, 877, 0, 0, 73.81
2026/08/26 08:01:58.791, 0, P0, 1530, 877, 100, 3, 73.81
2026/08/26 08:01:58.793, 1, P0, 1530, 877, 0, 0, 70.51
2026/08/26 08:01:58.796, 2, P0, 1530, 877, 0, 0, 71.34
2026/08/26 08:01:58.798, 3, P0, 1530, 877, 0, 0, 73.81
2026/08/26 08:01:58.900, 0, P0, 1530, 877, 100, 3, 73.81
2026/08/26 08:01:58.905, 1, P0, 1530, 877, 0, 0, 70.51
2026/08/26 08:01:58.907, 2, P0, 1530, 877, 0, 0, 71.29
2026/08/26 08:01:58.910, 3, P0, 1530, 877, 0, 0, 73.81
2026/08/26 08:01:59.012, 0, P0, 1530, 877, 100, 3, 73.81
2026/08/26 08:01:59.032, 1, P0, 1530, 877, 2, 0, 71.00
2026/08/26 08:01:59.034, 2, P0, 1530, 877, 0, 0, 71.34
2026/08/26 08:01:59.037, 3, P0, 1530, 877, 0, 0, 73.76
2026/08/26 08:01:59.139, 0, P0, 1530, 877, 100, 3, 73.81
2026/08/26 08:01:59.142, 1, P0, 1530, 877, 2, 0, 70.51
2026/08/26 08:01:59.144, 2, P0, 1530, 877, 1, 0, 71.34
2026/08/26 08:01:59.146, 3, P0, 1530, 877, 0, 0, 73.76
2026/08/26 08:01:59.248, 0, P0, 1530, 877, 100, 3, 82.00
2026/08/26 08:01:59.250, 1, P0, 1530, 877, 0, 0, 79.68
2026/08/26 08:01:59.253, 2, P0, 1530, 877, 4, 1, 80.44
2026/08/26 08:01:59.255, 3, P0, 1530, 877, 2, 0, 84.85
2026/08/26 08:01:59.357, 0, P0, 1530, 877, 100, 11, 77.69
2026/08/26 08:01:59.359, 1, P0, 1530, 877, 0, 0, 74.88
2026/08/26 08:01:59.360, 2, P0, 1530, 877, 4, 1, 76.13
2026/08/26 08:01:59.362, 3, P0, 1530, 877, 2, 0, 80.54
2026/08/26 08:01:59.464, 0, P0, 1530, 877, 100, 11, 81.51
2026/08/26 08:01:59.467, 1, P0, 1530, 877, 66, 13, 78.71
2026/08/26 08:01:59.469, 2, P0, 1530, 877, 75, 14, 78.02
2026/08/26 08:01:59.470, 3, P0, 1530, 877, 68, 14, 80.49
2026/08/26 08:01:59.572, 0, P0, 1530, 877, 100, 16, 82.48
2026/08/26 08:01:59.574, 1, P0, 1530, 877, 84, 15, 80.17
2026/08/26 08:01:59.576, 2, P0, 1530, 877, 89, 16, 80.44
2026/08/26 08:01:59.578, 3, P0, 1530, 877, 84, 16, 82.91
2026/08/26 08:01:59.680, 0, P0, 1530, 877, 100, 19, 82.00
2026/08/26 08:01:59.682, 1, P0, 1530, 877, 84, 15, 80.65
2026/08/26 08:01:59.684, 2, P0, 1530, 877, 89, 16, 79.96
2026/08/26 08:01:59.686, 3, P0, 1530, 877, 84, 16, 83.88
2026/08/26 08:01:59.788, 0, P0, 1530, 877, 100, 19, 81.51
2026/08/26 08:01:59.790, 1, P0, 1530, 877, 100, 18, 81.14
2026/08/26 08:01:59.792, 2, P0, 1530, 877, 100, 17, 79.96
2026/08/26 08:01:59.794, 3, P0, 1530, 877, 100, 18, 83.88
2026/08/26 08:01:59.897, 0, P0, 1530, 877, 100, 20, 80.54
2026/08/26 08:01:59.899, 1, P0, 1530, 877, 100, 18, 80.17
2026/08/26 08:01:59.901, 2, P0, 1530, 877, 100, 17, 80.44
2026/08/26 08:01:59.903, 3, P0, 1530, 877, 100, 19, 85.82
2026/08/26 08:02:00.005, 0, P0, 1530, 877, 100, 20, 81.03
2026/08/26 08:02:00.007, 1, P0, 1530, 877, 100, 18, 81.14
2026/08/26 08:02:00.009, 2, P0, 1530, 877, 100, 17, 80.44
2026/08/26 08:02:00.011, 3, P0, 1530, 877, 100, 19, 84.36
2026/08/26 08:02:00.113, 0, P0, 1530, 877, 100, 20, 80.06
2026/08/26 08:02:00.115, 1, P0, 1530, 877, 100, 18, 80.17
2026/08/26 08:02:00.117, 2, P0, 1530, 877, 100, 17, 81.41
2026/08/26 08:02:00.119, 3, P0, 1530, 877, 100, 18, 83.88
2026/08/26 08:02:00.221, 0, P0, 1530, 877, 100, 19, 80.06
2026/08/26 08:02:00.223, 1, P0, 1530, 877, 100, 18, 79.68
