pattern,direction,size,repeats,d2dAggregateGBps,backgroundAggregateGBps,status,d2dLog,backgroundLog
allpairs,d2h,255M,300,173.576,12.370,pass,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/profiling-runs/p2-allpairs-d2h-gpu0/allpairs_d2h/d2d.log,/home/songxb26/HyLink/Cu-Hylink-Analyse/doc/results/gpu-contention/profiling-runs/p2-allpairs-d2h-gpu0/allpairs_d2h/background.log
